filename,group,service,tier,size,prompt,notes
cal-conflicts.png,Calendar,Conflict resolution and rescheduling,reserve,"1024x1024 (1:1), PNG with transparency","An icon representing “Conflict resolution and rescheduling”. Two calendar blocks colliding at an angle, with a curved arrow moving the upper one clear. Lime accent: the curved arrow. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
cal-prep.png,Calendar,Meeting prep briefs,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Meeting prep briefs”. A clipboard with three ruled lines standing in front of a calendar cell. Lime accent: the clipboard's top clip. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
cal-audit.png,Calendar,Calendar audit and time analysis,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Calendar audit and time analysis”. A pie chart of three unequal segments beside a small clock face. Lime accent: the largest pie segment. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
ft-notes.png,Meetings and follow-through,Meeting notes and summaries,reserve,"1024x1024 (1:1), PNG with transparency","An icon representing “Meeting notes and summaries”. A speech bubble overlapping a document page carrying three ruled lines. Lime accent: the speech bubble outline. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
ft-actions.png,Meetings and follow-through,Action item extraction and assignment,reserve,"1024x1024 (1:1), PNG with transparency","An icon representing “Action item extraction and assignment”. A checklist of three rows, each with a box, the top box ticked and a short arrow leading away from it to a small circle. Lime accent: the tick. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
ft-commitments.png,Meetings and follow-through,Commitment tracking,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Commitment tracking”. A handshake simplified to two interlocking bracket shapes, with a circular arrow tracking around them. Lime accent: the circular arrow. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
ft-waiting.png,Meetings and follow-through,Waiting-on tracking,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Waiting-on tracking”. An hourglass with a small envelope inside its upper chamber and one grain falling. Lime accent: the falling grain. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
ft-crm.png,Meetings and follow-through,CRM sync,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “CRM sync”. Two rounded rectangles side by side joined by a double-headed sync arrow, a small person glyph inside the left one. Lime accent: the sync arrow. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
ft-renewals.png,Meetings and follow-through,Vendor and subscription renewal tracking,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Vendor and subscription renewal tracking”. A calendar cell with a circular renewal arrow around it and a small bell at its upper-right. Lime accent: the bell. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
hw-cards.png,The Handwritten Layer,Handwritten cards,reserve,"1024x1024 (1:1), PNG with transparency","An icon representing “Handwritten cards”. A greeting card standing half-open with three lines of handwriting script inside it. Lime accent: the script lines. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
hw-address.png,The Handwritten Layer,Request address for custom sends,reserve,"1024x1024 (1:1), PNG with transparency","An icon representing “Request address for custom sends”. An envelope with an @ symbol composed of the same even line weight sitting at its centre. Lime accent: the @ symbol. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
hw-letters.png,The Handwritten Layer,Handwritten letters,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Handwritten letters”. A sheet of writing paper folded in thirds with visible handwriting lines, a pen resting diagonally across it. Lime accent: the pen. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
hw-thankyou.png,The Handwritten Layer,Automatic post-meeting thank-you,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Automatic post-meeting thank-you”. A small card with a heart at its centre, emerging from behind a calendar cell. Lime accent: the heart. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
cb-map.png,Custom build,Documented workflow map,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Documented workflow map”. A node diagram of four connected circles in a branching path, on a single sheet of paper. Lime accent: the topmost node. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
cb-escalation.png,Custom build,Custom escalation logic,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Custom escalation logic”. A stepped set of three rising bars with a lightning bolt striking the tallest. Lime accent: the lightning bolt. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
cb-routing.png,Custom build,Custom assignment and routing,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Custom assignment and routing”. A single line entering from the left and forking into three lines leaving to the right, each ending in a small circle. Lime accent: the fork point. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
cb-flows.png,Custom build,Custom process flows,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Custom process flows”. Four rounded rectangles connected left to right by short arrows in one continuous flow. Lime accent: the final rectangle. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
cb-analytics.png,Custom build,Custom analytics and reporting,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Custom analytics and reporting”. A bar chart of three bars of rising height inside a rounded panel, with a trend line above them. Lime accent: the trend line. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
cb-industry.png,Custom build,Industry configuration,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Industry configuration”. A gear wheel with a small building silhouette inside its centre. Lime accent: the gear's outer teeth. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
addon-regulated.png,Add-ons,Regulated Practice Layer,reserve,"1024x1024 (1:1), PNG with transparency","An icon representing “Regulated Practice Layer”. A shield with a keyhole at its centre and a document corner visible behind it. Lime accent: the keyhole. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
addon-accounts.png,Add-ons,Additional inbox or calendar,select,"1024x1024 (1:1), PNG with transparency","An icon representing “Additional inbox or calendar”. Two overlapping envelope shapes with a small plus sign at the lower-right. Lime accent: the plus sign. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
addon-travel.png,Add-ons,Travel coordination workflows,select,"1024x1024 (1:1), PNG with transparency","An icon representing “Travel coordination workflows”. A paper plane in flight with a short dashed arc trailing behind it. Lime accent: the dashed arc. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
addon-dev.png,Add-ons,Additional custom development,custom,"1024x1024 (1:1), PNG with transparency","An icon representing “Additional custom development”. Angle brackets facing each other with a small gear between them. Lime accent: the gear. STYLE: a single flat vector-style icon illustration, centred, on a fully transparent background. Bold clean geometric line work of even weight, generously rounded caps and joins, drawn as if at 3px on a 64px grid. Strictly two colours: warm off-white #E8E7E0 for the linework, and a single acid-lime #D2FF4D accent used on exactly one element to draw the eye. No other colours, no gradients, no shading, no drop shadows, no outer glow, no background shape, no container frame, no border. Minimal — three or four shapes at most, readable at 46 pixels. No text, no letters, no numbers, no logos. Not a photograph, not 3D, not skeuomorphic, not isometric, not hand-drawn or sketchy.",
