filename,page,where_it_sits,placement,source,generate_ratio,target_px,prompt,negative_prompt,notes
healthcare-gain-hands.jpg,/healthcare,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"A clinician's hands at rest, folded on a clear desk. Plain cuffs, no watch, no badge, no face in frame. Soft warm light. Unhurried. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
healthcare-gain-window.jpg,/healthcare,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"Soft daylight through a window falling onto an empty desk surface, the window frame throwing a gentle shadow. Nothing clinical in frame. Quiet and warm. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
healthcare-gain-coat.jpg,/healthcare,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"A white coat hanging on a hook at the end of the day, shot close so only fabric, shoulder and hook are visible. No badge, no embroidery, no lettering. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",The coat must be completely unmarked.
professional-services-world.jpg,/professional-services,Full-bleed band under the hero,band,AI-generatable,16:9,2560x1440,"A glass-walled meeting room seen from the corridor outside, late in the day. Chairs pushed back at angles, one laptop still open on the table, lights low. Cool architectural light, strong horizontal lines. No people. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a 21:8 letterbox from the centre — keep the subject centred with room above and below.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
professional-services-drain-threads.jpg,/professional-services,'Where the week goes' card grid,tile,AI-generatable,16:9,1800x1010,"A phone lying face-up on a desk, its screen showing a dense stack of notification cards, photographed at a steep angle and out of focus so nothing is legible. Only the shape and volume of the stack reads. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a wide, short cell — keep the subject centred horizontally.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",Blur the screen heavily — legibility is the failure mode here.
professional-services-drain-desk.jpg,/professional-services,'Where the week goes' card grid,tile,AI-generatable,16:9,1800x1010,"A desk at the end of a difficult day — a laptop, a tablet and a phone all open at once, papers fanned between them with no order to any of it. Cool late light. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a wide, short cell — keep the subject centred horizontally.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
professional-services-gain-table.jpg,/professional-services,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"Two coffee cups on an otherwise completely empty meeting table, shot close with soft window light behind them. Steam just visible. The conversation, not the admin around it. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
professional-services-gain-glass.jpg,/professional-services,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"An abstract detail of daylight through an office glass partition — overlapping reflections, soft geometry, a vertical mullion. No people, no furniture. Almost pure texture. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
professional-services-gain-notes.jpg,/professional-services,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"A closed notebook with a pen clipped to its cover, alone on a clear desk. Shot close at a slight angle. Plain unmarked cover. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
real-estate-world.jpg,/real-estate,Full-bleed band under the hero,band,AI-generatable,16:9,2560x1440,"The exterior of a suburban house at golden hour, shot wide and slightly low from across the front lawn. Warm raking light on the facade, long shadows, lights just coming on inside. Calm and aspirational. No people, no signage. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a 21:8 letterbox from the centre — keep the subject centred with room above and below.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter","Briefed originally with a 'sold' sign — dropped it, since a sign means text."
real-estate-drain-phone.jpg,/real-estate,'Where the week goes' card grid,tile,AI-generatable,16:9,1800x1010,"A phone held in one hand showing a long list of calls or messages, angled away from the lens and thrown out of focus so nothing is readable. Only the rhythm of the list reads. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a wide, short cell — keep the subject centred horizontally.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
real-estate-drain-paper.jpg,/real-estate,'Where the week goes' card grid,tile,AI-generatable,16:9,1800x1010,"Contract pages fanned across a car passenger seat in flat daylight, overlapping at angles. Volume is the subject; every page blank and unreadable. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a wide, short cell — keep the subject centred horizontally.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
real-estate-gain-keys.jpg,/real-estate,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"A set of house keys on a plain kitchen countertop, shot close in warm afternoon light with a long soft shadow. Nothing else in frame. No keyring tag. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
real-estate-gain-road.jpg,/real-estate,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"The view through a car windscreen down an ordinary tree-lined residential street, softly out of focus, late afternoon light. Dashboard just visible at the bottom of the frame. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
real-estate-gain-porch.jpg,/real-estate,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"A front door and porch light at dusk, cropped close so only the door, the light and a little of the frame are visible. Warm and domestic. No house number. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",No house number — that is text.
executives-world.jpg,/executives,Full-bleed band under the hero,band,AI-generatable,16:9,2560x1440,"A corner office at dusk with floor-to-ceiling glass, city lights beginning to come on beyond it. The desk is almost clear. The room is dark; the city is the only light source. Empty, or one figure at the window seen only as a silhouette. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a 21:8 letterbox from the centre — keep the subject centred with room above and below.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
executives-drain-calendar.jpg,/executives,'Where the week goes' card grid,tile,AI-generatable,16:9,1800x1010,"A screen showing a calendar week packed wall-to-wall with coloured blocks, photographed at a steep angle and out of focus. Only the density of the blocks reads, no labels. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a wide, short cell — keep the subject centred horizontally.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",Blur heavily. Calendar labels are a classic garbled-text failure.
executives-drain-late.jpg,/executives,'Where the week goes' card grid,tile,AI-generatable,16:9,1800x1010,"A single desk lamp burning as the only light in an otherwise dark office, shot from across the room. Deep shadow filling most of the frame. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a wide, short cell — keep the subject centred horizontally.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
executives-gain-pen.jpg,/executives,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"A fountain pen resting on a closed leather folio, shot close in soft directional light. Considered, unhurried, expensive without being showy. No monogram. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
executives-gain-city.jpg,/executives,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"City lights at night thrown completely out of focus into soft overlapping circles of warm and cool colour. Pure bokeh texture, no recognisable buildings. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
executives-gain-chair.jpg,/executives,'What you get back' card grid,tile,AI-generatable,4:3,1600x1200,"An empty office chair turned away from a desk to face a window, seen from behind in low evening light. Reads as thinking time rather than absence. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to roughly 6:5 inside a card grid — keep the subject centred and away from the edges.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
proof-rack.jpg,/proof,'How it's built' card grid,tile,AI-generatable,16:9,1800x1010,"A server rack seen at a sharp angle in a dark room, lit only by rows of small status LEDs and one cool overhead strip. Cabling runs clean and vertical. No labels. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a wide, short cell — keep the subject centred horizontally.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",DECORATIVE ONLY. /proof argues from design properties — this must not be captioned or presented as a photo of your actual infrastructure.
proof-log.jpg,/proof,'How it's built' card grid,tile,AI-generatable,16:9,1800x1010,"A monitor in a dark room showing a scrolling log or dashboard, shot well off-axis and out of focus so it reads as activity rather than as data. Cool blue-green screen glow. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a wide, short cell — keep the subject centred horizontally.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",DECORATIVE ONLY — same caveat as proof-rack. Text must be unreadable.
plans-build.jpg,/plans,Between the plan cards and the comparison table,band,AI-generatable,16:9,2560x1440,"Index cards pinned in a sequence across a wall, some clearly moved and re-pinned, connected by a loose line. Shot straight on in flat daylight. Every card blank. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Layout crops this to a 21:8 letterbox from the centre — keep the subject centred with room above and below.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",Cards must be blank — a wall of cards is a text-hallucination magnet.
pricing-desk.jpg,/pricing,Between the price tables and the founding-client offer,feature,AI-generatable,16:9,2400x1350,"Two chairs at a small round table by a window, one occupied, seen from a distance and slightly behind so no face is visible. Two coffees on the table. Reads as an agreement being reached, not a sale being closed. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Displays at 16:9 with minimal cropping.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter",
compliance-vault.jpg,/compliance,After the compliance detail,feature,AI-generatable,16:9,2400x1350,"A single heavy closed door in a plain concrete wall, lit from one side, shot straight on. Architectural and restrained. One clean object standing for containment. Editorial photograph, clean modern aesthetic. Muted desaturated palette of warm neutrals, charcoal grey and soft olive. One soft directional light source with gentle falloff into shadow, slightly underexposed so the frame sits comfortably on a near-black page. Shallow depth of field, 50mm prime lens rendering, fine natural film grain. Calm uncluttered composition with generous negative space. Photorealistic. Displays at 16:9 with minimal cropping.","text, letters, words, numbers, signage, logos, watermarks, readable screens or documents, recognisable faces, people looking at camera, stock-photo posing, oversaturated colour, HDR, heavy vignette, illustration, 3D render, cartoon, clutter","No padlock icons, no hooded figures, no green code rain. Understatement is the point on this page."
